title,skills,level,rating,platform,combined_features
"Master Amazon EC2 Storage: Complete Guide for EBS, EFS & AMI",Block Storage | Object Storage | Elastic Block Store | Snapshots | AMIs | Image Builder | Elastic File System (EFS),Beginner,4.5,Udemy,"Master Amazon EC2 Storage: Complete Guide for EBS, EFS & AMI Block Storage | Object Storage | Elastic Block Store | Snapshots | AMIs | Image Builder | Elastic File System (EFS) Beginner"
Day Trading Options for Income,The Mighty Ninety Strategy,Intermediate,4.4,Udemy,Day Trading Options for Income The Mighty Ninety Strategy All Levels
Perl Fundamentals,Perl Fundamentals,Beginner,4.4,Udemy,Perl Fundamentals Perl Fundamentals Beginner
PMI-ACP Certification: Initiation and Requirements Gathering,Agile Certified Practitioner Certification Program - Course 4 of 8 - Initiation and Requirements Gathering,Intermediate,4.7,Udemy,PMI-ACP Certification: Initiation and Requirements Gathering Agile Certified Practitioner Certification Program - Course 4 of 8 - Initiation and Requirements Gathering Intermediate
Advanced Python Programming,Learn advanced Python programming techniques and methods,Intermediate,4.2,Udemy,Advanced Python Programming Learn advanced Python programming techniques and methods Intermediate
DevOps CI CD with Jenkins Maven Git and Pipeline,"Learn DevOps Continuous Integration and Delivery using Jenkins, Maven and build fully functional Jenkins pipelines",Intermediate,3.7,Udemy,"DevOps CI CD with Jenkins Maven Git and Pipeline Learn DevOps Continuous Integration and Delivery using Jenkins, Maven and build fully functional Jenkins pipelines All Levels"
Learning VMware vSphere 7 ESXi and vCenter Administration,"What is VMware, What are the Benefits, and How to use it!",Intermediate,4.4,Udemy,"Learning VMware vSphere 7 ESXi and vCenter Administration What is VMware, What are the Benefits, and How to use it! All Levels"
"GMail, IFTTT, Virtual Assistant - Ultimate Productivity Trio","Learn how to use plugins, filters, IFTTT, and Virtual Assistants to make GMail Your Greatest Tool for Getting More Done",Intermediate,3.8,Udemy,"GMail, IFTTT, Virtual Assistant - Ultimate Productivity Trio Learn how to use plugins, filters, IFTTT, and Virtual Assistants to make GMail Your Greatest Tool for Getting More Done All Levels"
CFA - A complete course,Best Course for CFA,Beginner,3.4,Udemy,CFA - A complete course Best Course for CFA Beginner
Excel Tables,Everything you need to know about Tables in Excel,Beginner,4.8,Udemy,Excel Tables Everything you need to know about Tables in Excel Beginner
The Ableton Ultimate Producers Master Course,"Learn Ableton from basics to advanced, by one of the 1st Ableton coaches on the internet!",Intermediate,4.7,Udemy,"The Ableton Ultimate Producers Master Course Learn Ableton from basics to advanced, by one of the 1st Ableton coaches on the internet! All Levels"
PyTorch for Deep Learning and Computer Vision,Build Highly Sophisticated Deep Learning and Computer Vision Applications with PyTorch,Intermediate,4.4,Udemy,PyTorch for Deep Learning and Computer Vision Build Highly Sophisticated Deep Learning and Computer Vision Applications with PyTorch All Levels
Advanced Java Using Eclipse IDE: Learn JavaFX & Databases,"Learn by doing - Advanced Java Using Eclipse IDE: Learn JavaFX, Databases, Multi Threading, Exception Handling, and more",Intermediate,3.5,Udemy,"Advanced Java Using Eclipse IDE: Learn JavaFX & Databases Learn by doing - Advanced Java Using Eclipse IDE: Learn JavaFX, Databases, Multi Threading, Exception Handling, and more Intermediate"
Automotive 101: A Beginners Guide To Automotive Repair,A Basic Introduction to The Automotive Repair Industry.,Beginner,4.5,Udemy,Automotive 101: A Beginners Guide To Automotive Repair A Basic Introduction to The Automotive Repair Industry. Beginner
How to Plan and Outline Novels (Using Scrivener),"Learn the Step-by-Step ""Story Beats"" Process That Two Bestselling Writers Use To Publish 1.5 Million Words a Year",Intermediate,3.9,Udemy,"How to Plan and Outline Novels (Using Scrivener) Learn the Step-by-Step ""Story Beats"" Process That Two Bestselling Writers Use To Publish 1.5 Million Words a Year All Levels"
Practical RESTful Web Services with Java EE 8 (JAX-RS 2.1),Your Complete Guide to Developing RESTful Web Services (JAX-RS 2.1) on the Next Generation Java EE Platform,Intermediate,3.5,Udemy,Practical RESTful Web Services with Java EE 8 (JAX-RS 2.1) Your Complete Guide to Developing RESTful Web Services (JAX-RS 2.1) on the Next Generation Java EE Platform All Levels
Practice Exam - AWS Certified Advanced Networking Specialty,Prepare for your ANS-C01 exam. 80 high-quality practice test questions written from scratch with detailed explanations!,,4.6,Udemy,Practice Exam - AWS Certified Advanced Networking Specialty Prepare for your ANS-C01 exam. 80 high-quality practice test questions written from scratch with detailed explanations! nan
Natural Dog Nutrition & Wellbeing - Nature Knows Best!,"Discover how to boost your dog's health, extend its life, prevent disease and keep its tail wagging for longer...",Beginner,4.6,Udemy,"Natural Dog Nutrition & Wellbeing - Nature Knows Best! Discover how to boost your dog's health, extend its life, prevent disease and keep its tail wagging for longer... Beginner"
AWS Sagemaker 2018- Fully Managed Machine Learning Service,"Through this Course, data scientists and developers can quickly & easily build and train machine learning models &deploy",Intermediate,2.9,Udemy,"AWS Sagemaker 2018- Fully Managed Machine Learning Service Through this Course, data scientists and developers can quickly & easily build and train machine learning models &deploy All Levels"
Top Javascript and PHP Programming Bundle,Learn Javascript and PHP The Fast and Easy Way!,Beginner,4.6,Udemy,Top Javascript and PHP Programming Bundle Learn Javascript and PHP The Fast and Easy Way! Beginner
ChatGPT: Earning Money With ChatGPT - Easy Way For Beginners,Earn Money Using ChatGPT | Easy Ways To Earn Money Using ChatGPT | Anyone Can Start  A Business Using ChatGPT!,Intermediate,4.1,Udemy,ChatGPT: Earning Money With ChatGPT - Easy Way For Beginners Earn Money Using ChatGPT | Easy Ways To Earn Money Using ChatGPT | Anyone Can Start  A Business Using ChatGPT! All Levels
Electronic Music Production,"{""(2.2k reviews)""}",Intermediate,4.8,Coursera,"Electronic Music Production {""(2.2k reviews)""} Intermediate "
Microsoft Excel -Basic Excel/ Advanced Excel Formulas,Learn more than 80+ Excel function/Excel formulas/Excel tips for Excel 2007 to Excel 2019 with Excel examples,Beginner,4.2,Udemy,Microsoft Excel -Basic Excel/ Advanced Excel Formulas Learn more than 80+ Excel function/Excel formulas/Excel tips for Excel 2007 to Excel 2019 with Excel examples Beginner
Complete Investment Banking Course,"Learn IB Industry, Financial Modeling, Valuation, DCF. Pitchbook, and much more.",Intermediate,4.2,Udemy,"Complete Investment Banking Course Learn IB Industry, Financial Modeling, Valuation, DCF. Pitchbook, and much more. All Levels"
Mastering Azure Data Factory: From Basics to Advanced Level,Learn ETL and Big Data Processing on Azure with Azure Data Factory V2,Beginner,4.5,Udemy,Mastering Azure Data Factory: From Basics to Advanced Level Learn ETL and Big Data Processing on Azure with Azure Data Factory V2 Beginner
Introduction To Software Testing,Learn the Basic of Sotware Testing in Less than Hour,Intermediate,4.2,Udemy,Introduction To Software Testing Learn the Basic of Sotware Testing in Less than Hour All Levels
CFA Level 1 (2019) - Financial Derivatives,The Course is structured to help students preparing for CFA level 1 Exams,Beginner,4.1,Udemy,CFA Level 1 (2019) - Financial Derivatives The Course is structured to help students preparing for CFA level 1 Exams Beginner
Currency Derivative & Forex (NISM Certification),Learn about the worlds largest financial instrument with a daily trade volume above 5.1 trillion dollar.,Intermediate,3.4,Udemy,Currency Derivative & Forex (NISM Certification) Learn about the worlds largest financial instrument with a daily trade volume above 5.1 trillion dollar. All Levels
PMI-ACP Certification: Agile Project Management Essentials,Agile Certified Practitioner Certification Program (PMI-ACP) - Course 1 of 8 - Agile Project Management Essentials,Intermediate,4.5,Udemy,PMI-ACP Certification: Agile Project Management Essentials Agile Certified Practitioner Certification Program (PMI-ACP) - Course 1 of 8 - Agile Project Management Essentials All Levels
Video Editing complete course | Adobe Premiere Pro CC 2021,Learn video editing for youtube & social media with this complete 14 hours online course of Adobe Premiere Pro 2021,Intermediate,4.9,Udemy,Video Editing complete course | Adobe Premiere Pro CC 2021 Learn video editing for youtube & social media with this complete 14 hours online course of Adobe Premiere Pro 2021 All Levels
2024 Complete Neo4j GraphDB Bootcamp: Zero to Hero (Updated),"Neo4j:NoSQL All-IN-ONE Graph Database  With Cypher (Foundation, Beginner, Intermediate & Expert) | Use with Python",Intermediate,4.5,Udemy,"2024 Complete Neo4j GraphDB Bootcamp: Zero to Hero (Updated) Neo4j:NoSQL All-IN-ONE Graph Database  With Cypher (Foundation, Beginner, Intermediate & Expert) | Use with Python All Levels"
Mobile App Development with PhoneGap,Create Apps for iOS and Android with HTML5 and Javascript,Intermediate,3.1,Udemy,Mobile App Development with PhoneGap Create Apps for iOS and Android with HTML5 and Javascript Intermediate
How to Print on Demand - Beginners Guide to POD,Learn how to create a Print on Demand store even if you have no prior experience with E-Commerce!,Beginner,3.4,Udemy,How to Print on Demand - Beginners Guide to POD Learn how to create a Print on Demand store even if you have no prior experience with E-Commerce! Beginner
The Ultimate Acrylic Painting Course,This course has it all! From Your First Brushstroke to Your Ultimate Masterpiece! One course - all aspects of acrylic.,Intermediate,4.7,Udemy,The Ultimate Acrylic Painting Course This course has it all! From Your First Brushstroke to Your Ultimate Masterpiece! One course - all aspects of acrylic. All Levels
The Truths about (in)secure Retirement,Learn the truth about retirement life planning & calculation with the help of an experienced retirement adviser,Intermediate,3.8,Udemy,The Truths about (in)secure Retirement Learn the truth about retirement life planning & calculation with the help of an experienced retirement adviser Intermediate
How to create your own Instagram bot with Python,(Automation with python + pycharm),Intermediate,4.1,Udemy,How to create your own Instagram bot with Python (Automation with python + pycharm) All Levels
